name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2013-09-18,60.5,52.1,55.7,60.5,52.1,55.7,46.7,72.8,0,0,0,,,,,0.1,307.5,1003.5,0.5,21.4,182.8,15.7,6,,2013-09-18T06:40:12,2013-09-18T19:07:59,0.49,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-19,60.2,46.7,53.8,60.2,46.7,53.8,48.5,82.6,0,0,0,,,,35,0.1,243.7,1010.4,0.3,20.1,90.4,7.7,3,,2013-09-19T06:41:48,2013-09-19T19:05:41,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-20,65.6,48.8,56.6,65.6,48.8,56.6,47.7,73.4,0,0,0,,,,,0.1,274.5,1017.8,0.4,20.7,200.9,17.3,7,,2013-09-20T06:43:24,2013-09-20T19:03:22,0.51,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-21,64.7,51.1,58.7,64.7,51.1,58.7,53.1,81.9,0,0,0,,,,,0.1,216.2,1024.3,0.4,9.9,122.1,10.6,4,,2013-09-21T06:45:00,2013-09-21T19:01:04,0.53,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-22,65.6,57.8,62.6,65.6,57.8,62.6,59,88.1,0,0,0,,,,,0,246.5,1027.8,0.6,15.6,166.4,14.5,5,,2013-09-22T06:46:37,2013-09-22T18:58:45,0.55,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-23,68.1,55.7,61,68.1,55.7,61,56,84.1,0,0,0,,,,,0,147,1025,0.4,9.4,172.1,14.8,6,,2013-09-23T06:48:13,2013-09-23T18:56:27,0.59,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-24,71.3,53.7,60.9,71.3,53.7,60.9,54.5,80.1,0,0,0,,,,,0,141.2,1016.7,0.2,3.8,165.2,14.2,6,,2013-09-24T06:49:50,2013-09-24T18:54:08,0.63,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-25,70.1,57.5,62.9,70.1,57.5,62.9,56.2,79.3,0,0,0,,,,,0,130.4,1011.9,0.4,3,133.8,11.5,5,,2013-09-25T06:51:27,2013-09-25T18:51:50,0.68,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-26,67.2,56.9,60.9,67.2,56.9,60.9,51.5,72.2,0,0,0,,,,,0.1,70.9,1016.5,0.4,15.2,107.1,9.2,4,,2013-09-26T06:53:04,2013-09-26T18:49:32,0.72,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-27,63.2,52.4,57.4,63.2,52.4,57.4,48.4,72.4,0,0,0,,,,,0.1,81.1,1016.3,0.2,17.5,145.3,12.7,5,,2013-09-27T06:54:41,2013-09-27T18:47:15,0.77,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-28,65.6,55.5,59.9,65.6,55.5,59.9,51.1,73.2,0,0,0,,,,21.9,0.1,77.1,1009.9,0.4,10.1,123,10.6,4,,2013-09-28T06:56:19,2013-09-28T18:44:57,0.82,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-29,64.1,56.6,59.8,64.1,56.6,59.8,50.9,72.6,0,0,0,,,,28.9,0.1,69.5,1006.9,0.5,13.1,134.2,11.6,5,,2013-09-29T06:57:56,2013-09-29T18:42:40,0.86,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-09-30,66.8,56.9,60.4,66.8,56.9,60.4,51.2,72.2,0,0,0,,,,,0.1,81,1006.8,0.3,13.6,150.5,13,6,,2013-09-30T06:59:34,2013-09-30T18:40:23,0.9,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-01,63.8,54.2,58.9,63.8,54.2,58.9,50.8,74.8,0,0,0,,,,31.1,0.1,93.5,1009,0.5,8,91.2,7.8,4,,2013-10-01T07:01:12,2013-10-01T18:38:06,0.94,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-02,66.8,56.6,60.8,66.8,56.6,60.8,55.6,83.5,0,0,0,,,,36.9,0.1,129.6,1010.5,0.5,8.2,125.5,10.9,5,,2013-10-02T07:02:50,2013-10-02T18:35:50,0.97,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-03,65.6,57.5,61.4,65.6,57.5,61.4,58.1,89.1,0,0,0,,,,23,0.1,118.3,1008.9,0.4,6.2,80.7,7.1,3,,2013-10-03T07:04:29,2013-10-03T18:33:34,0.99,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-04,70.4,60.5,64.4,70.4,60.5,64.4,58.5,81.6,0,0,0,,,,31.1,0.1,199.3,1009,0.4,17.4,136.8,11.7,5,,2013-10-04T07:06:07,2013-10-04T18:31:18,1,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-05,64.7,56.9,60.5,64.7,56.9,60.5,54.3,80.4,0,0,0,,,,,0,287,1019.8,0.5,17.5,125.5,10.9,5,,2013-10-05T07:07:47,2013-10-05T18:29:03,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-06,67.7,49.3,57.6,67.7,49.3,57.6,48.9,73.9,0,0,0,,,,,0,261.2,1025.7,0.2,15.6,157.4,13.7,6,,2013-10-06T07:09:26,2013-10-06T18:26:48,0.01,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-07,65.9,50.6,58.4,65.9,50.6,58.4,52.4,81,0,0,0,,,,,0.1,232.9,1025.6,0.4,12.1,145.5,12.3,5,,2013-10-07T07:11:05,2013-10-07T18:24:34,0.04,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-08,68.3,56,62.1,68.3,56,62.1,56.1,81.5,0,0,0,,,,,0.1,246.5,1024.9,0.5,17.3,143.1,12.3,5,,2013-10-08T07:12:45,2013-10-08T18:22:20,0.07,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-09,62,48.8,57.4,62,48.8,57.4,48.2,71.9,0,0,0,,,,34.4,0.1,284.3,1020.1,0.5,22.6,90.1,7.6,5,,2013-10-09T07:14:25,2013-10-09T18:20:07,0.12,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-10,53.9,46.1,49.4,53.9,46.1,49.4,36.5,61.3,0,0,0,,,,32.1,0.1,318.9,1018.6,0.3,25.7,132.7,11.4,5,,2013-10-10T07:16:06,2013-10-10T18:17:55,0.17,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11,56.4,47.9,52.6,56.4,47.9,52.6,46.5,80.2,0,0,0,,,,34.3,0.1,103.8,1017.7,0.5,12.9,49.6,4.3,3,,2013-10-11T07:17:47,2013-10-11T18:15:43,0.22,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-12,58.7,47.4,53,58.7,47.4,53,46.1,78.4,0,0,0,,,,32.2,0.1,113,1018.2,0.4,14.7,116.3,10.1,5,,2013-10-12T07:19:28,2013-10-12T18:13:32,0.28,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-13,53.3,48.5,50.7,53.3,48.5,50.7,47.5,88.8,0,0,0,,,,,0.1,280,1011,0.5,8.7,22.4,1.8,1,,2013-10-13T07:21:09,2013-10-13T18:11:22,0.34,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-14,52.8,47.9,49.8,52.8,47.9,49.8,45.6,85.6,0,0,0,,,,,0.1,242.4,1007.5,0.5,9.5,79.2,6.8,4,,2013-10-14T07:22:51,2013-10-14T18:09:12,0.39,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-15,55.5,47.6,51.2,55.5,47.6,51.2,45.5,81.1,0,0,0,,,,,0.1,294.8,1010.5,0.4,8.3,124.4,10.9,5,,2013-10-15T07:24:33,2013-10-15T18:07:03,0.43,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-16,59.1,44.8,51.3,59.1,44.8,51.3,46.9,85,0,0,0,,,,31.1,0.1,191.2,1010.5,0.3,8.5,55.9,4.9,3,,2013-10-16T07:26:15,2013-10-16T18:04:55,0.46,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-17,64.1,53.3,57.3,64.1,53.3,57.3,51.4,81,0,0,0,,,,30,0.1,243.8,1013.4,0.2,16.9,107.4,9.4,4,,2013-10-17T07:27:57,2013-10-17T18:02:48,0.49,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-18,63.6,51.5,56.7,63.6,51.5,56.7,52.8,87,0,0,0,,,,21.9,0.1,138.2,1014.2,0.5,9.1,58.6,5.2,3,,2013-10-18T07:29:40,2013-10-18T18:00:42,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-19,64.6,56.6,59.4,64.6,56.6,59.4,55.2,86.2,0,0,0,,,,,0.1,179.2,1005.6,0.4,13.3,49,4.2,2,,2013-10-19T07:31:23,2013-10-19T17:58:37,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-20,63.6,54.2,57.6,63.6,54.2,57.6,53.2,85.5,0.01,100,4.17,rain,,,32.2,0.1,200.5,1005.3,0.2,15.4,49.6,4.3,2,,2013-10-20T07:33:07,2013-10-20T17:56:33,0.52,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-21,64.5,55.7,60.6,64.5,55.7,60.6,55.6,84,0,0,0,,,,33.4,0.1,192.1,1005.8,0.3,16.3,82.6,7.1,3,,2013-10-21T07:34:51,2013-10-21T17:54:29,0.53,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03772099999,03770099999"
"London,UK",2013-10-22,65.4,56.6,62.4,65.4,56.6,62.4,56.8,82.2,0,0,0,,,,31.1,0.1,181.5,997.5,0.4,14.3,48.8,4.3,2,,2013-10-22T07:36:35,2013-10-22T17:52:27,0.56,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-23,62.3,50.6,58.2,62.3,50.6,58.2,50.5,76.1,0,0,0,,,,39.8,0.1,225.5,998.7,0.2,18.9,105.5,9.1,4,,2013-10-23T07:38:19,2013-10-23T17:50:26,0.6,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-24,62.9,44.9,53.6,62.9,44.9,53.6,47.2,79.2,0,0,0,,,,23,0.1,152.2,1013.5,0.2,16.9,97.9,8.5,4,,2013-10-24T07:40:04,2013-10-24T17:48:26,0.64,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-25,66.5,55.7,60.7,66.5,55.7,60.7,55,82,0,0,0,,,,31.1,0.1,177.8,1005.1,0.3,12.9,70.6,6.2,4,,2013-10-25T07:41:49,2013-10-25T17:46:28,0.69,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-26,62.9,58.2,60,62.9,58.2,60,53.9,80.3,0,0,0,,,,35.7,0.1,214.8,1004.5,0.2,16.4,105.7,9.2,4,,2013-10-26T07:43:34,2013-10-26T17:44:30,0.73,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-27,61.4,53,57.1,61.4,53,57.1,49.7,77.1,0,0,0,,,,43.8,0.2,221.2,996.7,0.3,13.8,81.1,7.2,4,,2013-10-27T06:45:19,2013-10-27T16:42:34,0.78,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-28,61.1,47.6,54.8,61.1,47.6,54.8,47.6,77.3,0,0,0,,,,67.1,0.3,232.3,992.6,0.3,19.7,78.5,6.6,3,,2013-10-28T06:47:04,2013-10-28T16:40:39,0.83,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-29,55.1,44.9,48.9,55.1,44.9,48.9,40.3,72.9,0,0,0,,,,30,0.1,256,1010.7,0.1,23.9,83.6,7.3,3,,2013-10-29T06:48:50,2013-10-29T16:38:46,0.87,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-30,56.9,39.8,49.6,56.9,39.8,49.6,42.6,77.7,0,0,0,,,,30.5,0.1,224.6,1020.2,0.2,18.4,97.6,8.3,4,,2013-10-30T06:50:36,2013-10-30T16:36:54,0.91,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-31,56.6,53,54.8,56.6,53,54.8,50.5,85.7,0,0,0,,,,32.2,0.1,218.7,1016.6,0.6,12.6,31,2.6,1,,2013-10-31T06:52:22,2013-10-31T16:35:03,0.95,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-01,57.5,53,54.9,57.5,53,54.9,50.5,85.3,0,0,0,,,,24.2,0.1,187.8,1009,0.6,16,45.1,3.9,2,,2013-11-01T06:54:08,2013-11-01T16:33:14,0.98,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-02,59.6,50.6,53.7,59.6,50.6,53.7,46.3,77.1,0,0,0,,,,40.4,0.2,179.8,998.7,0.4,10.8,70.7,6.1,4,,2013-11-02T06:55:54,2013-11-02T16:31:27,1,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-03,53.3,45.8,48.8,53.3,45.8,48.8,39.4,70.4,0,0,0,,,,33.9,0.1,223.6,998.8,0.3,19.9,64.7,5.6,3,,2013-11-03T06:57:40,2013-11-03T16:29:41,1,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-04,51,40.7,45.7,51,40.7,45.7,38.8,77.6,0,0,0,,,,28.9,0.1,236.9,991.8,0.3,17.5,92.3,7.9,4,,2013-11-04T06:59:26,2013-11-04T16:27:57,0.01,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-05,54.8,40.4,48.1,54.8,40.4,48.1,41.4,78.4,0,0,0,,,,36.5,0.1,229.9,994.9,0.6,17.4,48.2,4.2,2,,2013-11-05T07:01:12,2013-11-05T16:26:14,0.03,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-06,59.3,49.4,53.8,59.3,49.4,53.8,49.4,85.5,0,0,0,,,,36.4,0.1,222.2,999.6,0.6,11.2,30.1,2.5,1,,2013-11-06T07:02:58,2013-11-06T16:24:34,0.06,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-07,59.1,46.5,51.2,59.1,46.5,51.2,44.3,77.6,0,0,0,,,,32.2,0.1,250.1,1006.5,0.5,24.4,26.8,2.3,1,,2013-11-07T07:04:44,2013-11-07T16:22:55,0.1,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-08,51.1,42.2,45.9,51.1,42.2,45.6,41.9,86.2,0.05,100,4.17,rain,,,,8.9,217.4,1005.6,14.3,14,25.5,2.2,1,,2013-11-08T07:06:30,2013-11-08T16:21:18,0.15,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-09,45.2,38,42.3,45.2,38,42.3,39.5,89.8,0,0,0,,,,,0.1,213.2,1006.1,0.4,16,22.7,1.8,1,,2013-11-09T07:08:16,2013-11-09T16:19:43,0.21,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-10,48.8,36.6,43.2,48.8,36.6,43.2,36.4,78.1,0,0,0,,,,20.8,0.1,283.3,1015.9,0.2,17.3,83,7,4,,2013-11-10T07:10:01,2013-11-10T16:18:10,0.26,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-11,55.1,37.5,48.8,55.1,37.5,48.8,46.2,90.7,0,0,0,,,,30,0.1,174.9,1022.5,0.6,8.6,12.9,1.1,1,,2013-11-11T07:11:46,2013-11-11T16:16:39,0.32,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-12,56,43.4,51.9,56,43.4,51.9,46.9,83.5,0,0,0,,,,25.3,0.1,307.6,1026.2,0.4,10.4,51.9,4.4,3,,2013-11-12T07:13:31,2013-11-12T16:15:10,0.37,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-13,50.1,35.9,43.5,50.1,35.9,43.5,37.8,81.1,0,0,0,,,,,0.1,232.8,1032.1,0.2,12.7,55.9,4.8,3,,2013-11-13T07:15:15,2013-11-13T16:13:43,0.41,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-14,50.1,42.1,47.1,50.1,42.1,47.1,38.4,72.1,0,0,0,,,,32.2,0.1,293.9,1023.9,0.2,17.1,63.8,5.5,3,,2013-11-14T07:16:59,2013-11-14T16:12:18,0.45,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-15,49.4,38.5,44.4,49.4,38.5,44.4,34.5,68.3,0,0,0,,,,,0.1,229.4,1032.8,0.2,13.9,74.1,6.5,3,,2013-11-15T07:18:42,2013-11-15T16:10:56,0.48,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-16,48.5,34.9,42.8,48.5,34.9,42.8,38.6,85.7,0,0,0,,,,,0,271,1031.9,0.3,8.3,68.7,5.8,3,,2013-11-16T07:20:24,2013-11-16T16:09:36,0.49,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-17,49.7,47.9,48.9,49.7,47.9,48.9,43.7,82.4,0,0,0,,,,,0,126.6,1024.3,0.7,4.8,13.2,1.1,1,,2013-11-17T07:22:06,2013-11-17T16:08:19,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-18,49.2,45.6,47.9,49.2,45.6,47.9,45.1,90.1,0,0,0,,,,,0.1,279.6,1011,0.6,4.6,20.5,1.9,1,,2013-11-18T07:23:48,2013-11-18T16:07:03,0.51,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-19,44.9,33.9,40.1,44.9,33.9,40.1,31.1,70.8,0,0,0,,,,,0.1,313.2,1013.9,0.1,21.8,57.4,5,3,,2013-11-19T07:25:28,2013-11-19T16:05:51,0.52,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-20,44.8,30.5,38,44.8,30.5,38,33.2,83,0,0,0,,,,35.5,0.1,268.1,1004.1,0.4,16.5,22.7,1.9,1,,2013-11-20T07:27:07,2013-11-20T16:04:41,0.54,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21,47,37.7,42.4,47,37.7,42.4,35.1,75.8,0,0,0,,,,33.9,0.1,89.4,1004.4,0.4,18.7,48,4.2,2,,2013-11-21T07:28:46,2013-11-21T16:03:33,0.57,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-22,46.7,39.5,42.6,46.7,39.5,42.6,34.5,73.2,0,0,0,,,,28.9,0.1,54.9,1017.8,0.2,24.3,48.8,4.2,2,,2013-11-22T07:30:23,2013-11-22T16:02:28,0.61,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-23,46.1,38.6,42.7,46.1,38.6,42.7,36.8,79.7,0,0,0,,,,,0.1,124.2,1024.3,0.4,15.4,50.5,4.4,3,,2013-11-23T07:32:00,2013-11-23T16:01:26,0.65,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-24,47.6,41.6,44.8,47.6,41.6,44.8,37.5,75.7,0,0,0,,,,21.9,0.1,185.1,1030.5,0.6,15.4,43.9,3.8,2,,2013-11-24T07:33:35,2013-11-24T16:00:26,0.69,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-25,45.6,41.3,43.1,45.6,41.3,43.1,35.5,74.3,0,0,0,,,,,0.1,280.6,1037.6,0.6,16.1,52.9,4.5,3,,2013-11-25T07:35:09,2013-11-25T15:59:30,0.74,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-26,46.1,38,43,46.1,38,43,33.2,68.3,0,0,0,,,,,0,315.3,1038.8,0.5,15.6,58.4,5.1,3,,2013-11-26T07:36:42,2013-11-26T15:58:36,0.79,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-27,51.5,42.9,47.4,51.5,42.9,47.4,43.5,86.4,0,0,0,,,,,0,285.5,1034,0.7,5.4,12.4,0.9,1,,2013-11-27T07:38:13,2013-11-27T15:57:45,0.84,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-28,50.6,47.6,49,50.6,47.6,49,44.3,83.7,0,0,0,,,,,0,221.2,1034.7,0.7,4.7,22.1,2,1,,2013-11-28T07:39:43,2013-11-28T15:56:57,0.88,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-29,51.2,44.3,47.8,51.2,44.3,47.8,40.2,75.1,0,0,0,,,,28.9,0.1,280.3,1026.8,0.5,15,21.8,1.8,1,,2013-11-29T07:41:11,2013-11-29T15:56:12,0.93,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-30,47.9,39.4,44.8,47.9,39.4,44.8,35.6,70.2,0,0,0,,,,,0.1,288.5,1027.5,0.5,15.7,52.7,4.6,3,,2013-11-30T07:42:37,2013-11-30T15:55:30,0.96,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-12-01,49.7,36.7,44,49.7,36.7,44,38.1,80.1,0,0,0,,,,,0,204.7,1033,0.5,12.6,34.1,2.9,2,,2013-12-01T07:44:01,2013-12-01T15:54:51,0.99,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-12-02,49.7,44.8,47.4,49.7,44.8,47.4,39.6,74.2,0,0,0,,,,,0,46.5,1034,0.7,10.5,41.3,3.5,2,,2013-12-02T07:45:24,2013-12-02T15:54:15,1,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-12-03,46.1,38.8,43.7,46.1,36.6,43.6,34.4,69.6,0,0,0,,,,,3.3,157.7,1029.6,3.6,13,23.6,2.1,1,,2013-12-03T07:46:45,2013-12-03T15:53:43,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-12-04,48.8,36.6,43.4,48.8,36.6,43.4,35.7,74.7,0,0,0,,,,,0.1,277.7,1029.3,0.4,13.5,19.8,1.7,1,,2013-12-04T07:48:04,2013-12-04T15:53:13,0.02,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-12-05,51,33.5,42.1,51,33.5,42.1,33.5,72.4,0.04,100,4.17,rain,,,44.2,0.2,264.4,1023.9,0.3,20.1,30.2,2.7,2,,2013-12-05T07:49:20,2013-12-05T15:52:47,0.04,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-12-06,46.7,36.6,42.8,46.7,36.6,42.8,33,68.3,0,0,0,,,,,0.1,276.8,1027.8,0.3,23.3,51.8,4.5,3,,2013-12-06T07:50:35,2013-12-06T15:52:25,0.08,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-12-07,48.5,43.8,45.8,48.5,43.8,45.8,41.2,83.7,0,0,0,,,,,0.1,253.6,1026.7,0.6,15.8,38.5,3.3,2,,2013-12-07T07:51:47,2013-12-07T15:52:05,0.13,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
